date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:54:19	61804/61804	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-f16c%22	https://geeksui.codescandy.com/geeks/pages/blog-single.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/blog-single.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:20	56685/56685	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-dd6d%22	https://geeksui.codescandy.com/geeks/pages/blog-category.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/blog-category.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:20	53621/53621	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-d175%22	https://geeksui.codescandy.com/geeks/pages/blog-sidebar.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/blog-sidebar.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:22	47014/47014	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-b7a6%22	https://geeksui.codescandy.com/geeks/pages/career.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/career.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:23	47469/47469	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-b96d%22	https://geeksui.codescandy.com/geeks/pages/career-list.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/career-list.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:24	47073/47073	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-b7e1%22	https://geeksui.codescandy.com/geeks/pages/career-single.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/career-single.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:24	68707/68707	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-10c63%22	https://geeksui.codescandy.com/geeks/pages/portfolio.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/portfolio.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:26	74385/74385	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-12291%22	https://geeksui.codescandy.com/geeks/pages/portfolio-single.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/portfolio-single.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:27	67570/67570	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-107f2%22	https://geeksui.codescandy.com/geeks/pages/jobs/job-listing.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/jobs/job-listing.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:27	79400/79400	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-13628%22	https://geeksui.codescandy.com/geeks/pages/jobs/job-grid.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/jobs/job-grid.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:28	53722/53722	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-d1da%22	https://geeksui.codescandy.com/geeks/pages/jobs/job-single.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/jobs/job-single.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:28	108271/108271	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-1a6ef%22	https://geeksui.codescandy.com/geeks/pages/jobs/company-list.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/jobs/company-list.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:28	31201/31201	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-79e1%22	https://geeksui.codescandy.com/geeks/pages/jobs/company-about.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/jobs/company-about.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:29	9095/9095	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-2387%22	https://geeksui.codescandy.com/geeks/pages/coming-soon.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/coming-soon.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:29	7101/7101	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-1bbd%22	https://geeksui.codescandy.com/geeks/pages/404-error.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/404-error.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:30	7936/7936	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-1f00%22	https://geeksui.codescandy.com/geeks/pages/maintenance-mode.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/maintenance-mode.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:30	41911/41911	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-a3b7%22	https://geeksui.codescandy.com/geeks/pages/terms-condition-page.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/terms-condition-page.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:31	63806/63806	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-f93e%22	https://geeksui.codescandy.com/geeks/pages/about.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/about.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:31	44643/44643	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-ae63%22	https://geeksui.codescandy.com/geeks/pages/help-center.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/help-center.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:32	42784/42784	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-a720%22	https://geeksui.codescandy.com/geeks/pages/help-center-faq.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/help-center-faq.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:32	59195/59195	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-e73b%22	https://geeksui.codescandy.com/geeks/pages/help-center-guide.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/help-center-guide.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:33	23305/23305	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-5b09%22	https://geeksui.codescandy.com/geeks/pages/help-center-guide-single.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/help-center-guide-single.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:34	20520/20520	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-5028%22	https://geeksui.codescandy.com/geeks/pages/help-center-support.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/help-center-support.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:36	54134/54134	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-d376%22	https://geeksui.codescandy.com/geeks/pages/pricing.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/pricing.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:36	87205/87205	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-154a5%22	https://geeksui.codescandy.com/geeks/pages/compare-plan.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/compare-plan.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:37	14513/14513	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-38b1%22	https://geeksui.codescandy.com/geeks/pages/contact.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/contact.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:37	182996/182996	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-2cad4%22	https://geeksui.codescandy.com/geeks/pages/instructor-profile.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-profile.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:38	107224/107224	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-1a2d8%22	https://geeksui.codescandy.com/geeks/pages/instructor-courses.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-courses.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:38	88657/88657	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-15a51%22	https://geeksui.codescandy.com/geeks/pages/instructor-order.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-order.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:40	94677/94677	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-171d5%22	https://geeksui.codescandy.com/geeks/pages/instructor-reviews.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-reviews.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:41	104064/104064	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-19680%22	https://geeksui.codescandy.com/geeks/pages/instructor-students.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-students.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:42	102009/102009	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-18e79%22	https://geeksui.codescandy.com/geeks/pages/instructor-payouts.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-payouts.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:43	81807/81807	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-13f8f%22	https://geeksui.codescandy.com/geeks/pages/instructor-earning.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-earning.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:44	78184/78184	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-13168%22	https://geeksui.codescandy.com/geeks/pages/instructor-quiz.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-quiz.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:44	88547/88547	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-159e3%22	https://geeksui.codescandy.com/geeks/pages/instructor-quiz-details.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-quiz-details.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:45	96495/96495	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-178ef%22	https://geeksui.codescandy.com/geeks/pages/instructor-quiz-result.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/instructor-quiz-result.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:45	164370/164370	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-28212%22	https://geeksui.codescandy.com/geeks/pages/dashboard-student.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/dashboard-student.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:46	87280/87280	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-154f0%22	https://geeksui.codescandy.com/geeks/pages/payment-method.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/payment-method.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:46	65589/65589	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-10035%22	https://geeksui.codescandy.com/geeks/pages/billing-info.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/billing-info.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:48	54070/54070	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-d336%22	https://geeksui.codescandy.com/geeks/pages/invoice.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/invoice.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:48	67076/67076	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-10604%22	https://geeksui.codescandy.com/geeks/pages/invoice-details.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/invoice-details.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:49	50057/50057	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-c389%22	https://geeksui.codescandy.com/geeks/pages/student-quiz.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/student-quiz.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:49	53214/53214	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-cfde%22	https://geeksui.codescandy.com/geeks/pages/student-quiz-attempt.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/student-quiz-attempt.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:49	75682/75682	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-127a2%22	https://geeksui.codescandy.com/geeks/pages/student-quiz-start.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/student-quiz-start.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:50	50866/50866	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-c6b2%22	https://geeksui.codescandy.com/geeks/pages/student-quiz-result.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/student-quiz-result.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:50	100123/100123	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-1871b%22	https://geeksui.codescandy.com/geeks/pages/dashboard/admin-dashboard.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/dashboard/admin-dashboard.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:51	11046/11046	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-2b26%22	https://geeksui.codescandy.com/geeks/pages/sign-in.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/sign-in.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:51	11777/11777	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-2e01%22	https://geeksui.codescandy.com/geeks/pages/sign-up.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/sign-up.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:52	5724/5724	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-165c%22	https://geeksui.codescandy.com/geeks/pages/forget-password.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/forget-password.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:52	67344/67344	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-10710%22	https://geeksui.codescandy.com/geeks/pages/security.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/security.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:52	52155/52155	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-cbbb%22	https://geeksui.codescandy.com/geeks/pages/social-profile.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/social-profile.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:53	75383/75383	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-12677%22	https://geeksui.codescandy.com/geeks/pages/notifications.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/notifications.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:53	68786/68786	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-10cb2%22	https://geeksui.codescandy.com/geeks/pages/profile-privacy.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/profile-privacy.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:55	62314/62314	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-f36a%22	https://geeksui.codescandy.com/geeks/pages/delete-profile.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/delete-profile.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:55	68678/68678	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-10c46%22	https://geeksui.codescandy.com/geeks/pages/linked-accounts.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/linked-accounts.html	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:56	18083/18083	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-46a3%22	https://geeksui.codescandy.com/geeks/assets/images/background/profile-bg.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/background/profile-bg.jpg	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
